,uid,topic_item,rankings,labelstr
15,27,58,"[ 856 1178  840  903 1122   50  462  188  299  143  870  256  261  376
  531  322  250  535  540  560  277  554  194  839  848]","[ 856 1178  840  903 1122   50  462  188  299  143  870  256  261  376
  531  322  250  535  540  560  277  554  194  839  848]"
16,27,68,"[ 662  903  668  211  322  242  188  462  531  197  191  120  261 1178
  250  870  540  984  539  383  386  277  840  554  856]","[ 662  903  668  211  322  242  188  462  531  197  191  120  261 1178
  250  870  540  984  539  383  386  277  840  554  856]"
17,27,81,"[ 150  226  615  443  533 1037  387 1123  131  812  806  860 1036  619
  712 1059  884  324  341 1098  471  339 1168 1133  359]","[ 150  226  615  443  533 1037  387 1123  131  812  806  860 1036  619
  712 1059  884  324  341 1098  471  339 1168 1133  359]"
18,27,91,"[ 177  637  946  634 1069  291  350  762  636  657 1035  303  731  517
  502  581  656  579  329  537  561  587  643  644  675]","[ 177  637  946  634 1069  291  350  762  636  657 1035  303  731  517
  502  581  656  579  329  537  561  587  643  644  675]"
19,27,95,"[1001  857  755  319  198  521  689  899 1113 1006  109  417  501   27
  924  547  820  310  124  831 1130  865  612  900  947]","[1001  857  755  319  198  521  689  899 1113 1006  109  417  501   27
  924  547  820  310  124  831 1130  865  612  900  947]"
0,28,4,"[1015 1098  362  337 1167  789  150  361 1166  741 1026   68 1037  226
 1157  157 1027  196  359 1133  341  712  339  443  929]","[1015 1098  362  337 1167  789  150  361 1166  741 1026   68 1037  226
 1157  157 1027  196  359 1133  341  712  339  443  929]"
1,28,12,"[ 289 1100  413 1099  244  247 1019  290  316  368  374  907  602  271
  512  366   89  772  847  373  622  272  262  545  671]","[ 289 1100  413 1099  244  247 1019  290  316  368  374  907  602  271
  512  366   89  772  847  373  622  272  262  545  671]"
2,28,22,"[ 250  114  376  462  839  380  232  539  191  383  855  903  197  540
 1064  840  235  554  942  662  535  856  798  531  163]","[ 250  114  376  462  839  380  232  539  191  383  855  903  197  540
 1064  840  235  554  942  662  535  856  798  531  163]"
3,28,24,"[ 484  469  279  777  243  945 1050 1132  285  617  214  951  952 1042
  621  513   39  408 1048 1136 1011  311 1135 1120  734]","[ 484  469  279  777  243  945 1050 1132  285  617  214  951  952 1042
  621  513   39  408 1048 1136 1011  311 1135 1120  734]"
4,28,25,"[ 100   30  627   61   12  126  735  180  746  281  173  760  451  967
  111  995  679   43  729  915   11  260  999  273 1183]","[ 100   30  627   61   12  126  735  180  746  281  173  760  451  967
  111  995  679   43  729  915   11  260  999  273 1183]"
5,28,26,"[ 605  710  409 1018  259  348  455  585  683  338  757  607   77  852
  776  349  444  771  652  592  494  450  449  107  328]","[ 605  710  409 1018  259  348  455  585  683  338  757  607   77  852
  776  349  444  771  652  592  494  450  449  107  328]"
6,28,29,"[ 242  250  322  188  616  197  462  798  560 1178  539  848  840  383
  662  531  211  896  235  261  232 1122  194  668  376]","[ 242  250  322  188  616  197  462  798  560 1178  539  848  840  383
  662  531  211  896  235  261  232 1122  194  668  376]"
7,28,30,"[ 824  220 1109  850 1197  958  440  210  854  421  832  971  133 1072
 1119  814  175  481  490  923 1111  970  966  488  576]","[ 824  220 1109  850 1197  958  440  210  854  421  832  971  133 1072
 1119  814  175  481  490  923 1111  970  966  488  576]"
8,28,34,"[  34  384 1179  982   29  520  926   40 1180  208  396  254 1175  979
   37  453  624  209  620  288  424  558  192   18  546]","[  34  384 1179  982   29  520  926   40 1180  208  396  254 1175  979
   37  453  624  209  620  288  424  558  192   18  546]"
9,28,49,"[ 195  238  146  548 1112  270 1182  885  388  458  266   87  436  809
  841   93 1031  507  101 1193  138  437  536  614  447]","[ 195  238  146  548 1112  270 1182  885  388  458  266   87  436  809
  841   93 1031  507  101 1193  138  437  536  614  447]"
10,28,51,"[ 609  771  853  652  852  259  449  677  107  610  710  757  338  375
  986   83  348  775  585  683  233  104  444  128 1018]","[ 609  771  853  652  852  259  449  677  107  610  710  757  338  375
  986   83  348  775  585  683  233  104  444  128 1018]"
11,28,52,"[  14 1107 1094  943  628 1049 1103  412  491  803 1046  258  515  446
   25   21  759   90 1101  340  296  758 1047   49  418]","[  14 1107 1094  943  628 1049 1103  412  491  803 1046  258  515  446
   25   21  759   90 1101  340  296  758 1047   49  418]"
12,28,56,"[ 748  470   88  466 1032  894 1125 1014  873   59  573  528  160  460
  164 1055  286  445  749  203  221  167  886   91  161]","[ 748  470   88  466 1032  894 1125 1014  873   59  573  528  160  460
  164 1055  286  445  749  203  221  167  886   91  161]"
13,28,57,"[ 473  936  686  673  204  638   15 1043  553  843  293  817  692  682
  641  733  425  711  781 1025  953  681  477  935   72]","[ 473  936  686  673  204  638   15 1043  553  843  293  817  692  682
  641  733  425  711  781 1025  953  681  477  935   72]"
14,28,69,"[1083 1079 1076  415  442  347 1071 1137 1077 1082 1084  876  429 1066
 1070 1081  352  611  821  248  252  555 1075  575  287]","[1083 1079 1076  415  442  347 1071 1137 1077 1082 1084  876  429 1066
 1070 1081  352  611  821  248  252  555 1075  575  287]"
15,28,75,"[ 188  277  114  531  668  856  242  386 1064  299  855  250  535  380
  235  232  552  163  616  903  931  540  462  256  120]","[ 188  277  114  531  668  856  242  386 1064  299  855  250  535  380
  235  232  552  163  616  903  931  540  462  256  120]"
16,28,79,"[ 549  794  187   44  330 1144 1151  959  653 1154 1173  320  332 1054
  333  405  237  353 1078  816 1146  961 1152   57 1088]","[ 549  794  187   44  330 1144 1151  959  653 1154 1173  320  332 1054
  333  405  237  353 1078  816 1146  961 1152   57 1088]"
17,28,95,"[ 198  815  820  483   41  310  127  863  826  917  857  918  109  501
 1130 1113  831  417  278  823  755  819  283 1006  612]","[ 198  815  820  483   41  310  127  863  826  917  857  918  109  501
 1130 1113  831  417  278  823  755  819  283 1006  612]"
18,28,96,"[ 869 1055  887  161  872  164  880  873  203  168  889  236  883  460
  749  882  528 1198  286  466 1032   54  167   88  222]","[ 869 1055  887  161  872  164  880  873  203  168  889  236  883  460
  749  882  528 1198  286  466 1032   54  167   88  222]"
19,28,99,"[ 848  839  261  798  191  531  616  376  552  383  299  386  250  662
  188  870 1122  120  143  856  114  235  855  380  197]","[ 848  839  261  798  191  531  616  376  552  383  299  386  250  662
  188  870 1122  120  143  856  114  235  855  380  197]"
0,29,3,"[ 425   20 1043  482  603  473  639 1004  720  937  275  673  936  681
  477 1025  935  686  711 1044  733  638  764  934  293]","[ 425   20 1043  482  603  473  639 1004  720  937  275  673  936  681
  477 1025  935  686  711 1044  733  638  764  934  293]"
1,29,4,"[1098  361 1157  339 1167  337  789 1037 1166 1133 1015  150 1026 1027
  196  741   68  157  362  226  387  702  712 1036  443]","[1098  361 1157  339 1167  337  789 1037 1166 1133 1015  150 1026 1027
  196  741   68  157  362  226  387  702  712 1036  443]"
2,29,8,"[ 726  279  952  214  311  654  243  476  314  534  845  484 1050  285
   46   39 1132 1011  408 1120  402  895  513  292  945]","[ 726  279  952  214  311  654  243  476  314  534  845  484 1050  285
   46   39 1132 1011  408 1120  402  895  513  292  945]"
3,29,11,"[ 414  949  828  238  841  507  919  809  529  231 1074  399 1112  930
  436  548  149  447  101  270  219  195  885  239 1041]","[ 414  949  828  238  841  507  919  809  529  231 1074  399 1112  930
  436  548  149  447  101  270  219  195  885  239 1041]"
4,29,15,"[ 187  397  765  653 1148 1173  794  961 1160 1163  549  495 1154 1124
  320 1150  268 1142   57  400   44  864 1144  344 1143]","[ 187  397  765  653 1148 1173  794  961 1160 1163  549  495 1154 1124
  320 1150  268 1142   57  400   44  864 1144  344 1143]"
5,29,16,"[181 586 567 916  81 410 630  66 478 509 199 202 597 596  64 153 955 505
 398 601 113  71 240 171  69]","[181 586 567 916  81 410 630  66 478 509 199 202 597 596  64 153 955 505
 398 601 113  71 240 171  69]"
6,29,20,"[ 347 1070  980  912  184  908 1137  352 1083 1076  356  442  185  123
  972  858  248  906 1172  977 1085 1071  429  821 1082]","[ 347 1070  980  912  184  908 1137  352 1083 1076  356  442  185  123
  972  858  248  906 1172  977 1085 1071  429  821 1082]"
7,29,22,"[ 250  232  462  383  942  896  855  840  386  539  984  211  856  114
  662  903  531  256  277  552  380  668  194  376 1064]","[ 250  232  462  383  942  896  855  840  386  539  984  211  856  114
  662  903  531  256  277  552  380  668  194  376 1064]"
8,29,29,"[ 250  242  798  211 1064  462 1122  554  535  143  539  870  163  984
  322  386  380  235  662  232  383  668 1178  299  531]","[ 250  242  798  211 1064  462 1122  554  535  143  539  870  163  984
  322  386  380  235  662  232  383  668 1178  299  531]"
9,29,35,"[ 721  360  828  507  437 1182  447   87  529 1074  101  919  809  231
  436 1041  146 1155  544  536  414  238  195 1193  723]","[ 721  360  828  507  437 1182  447   87  529 1074  101  919  809  231
  436 1041  146 1155  544  536  414  238  195 1193  723]"
10,29,41,"[ 271  272  786 1099  580  413  512  907  944  372  772  316 1153  247
 1019  294  623  666  368  315 1196  602  119  244  672]","[ 271  272  786 1099  580  413  512  907  944  372  772  316 1153  247
 1019  294  623  666  368  315 1196  602  119  244  672]"
11,29,44,"[ 242  896  552  383  903  232  197  277  163  380  261  250  870  942
  143  662  840  554 1064 1122  540  839  798  191  616]","[ 242  896  552  383  903  232  197  277  163  380  261  250  870  942
  143  662  840  554 1064 1122  540  839  798  191  616]"
12,29,47,"[  38  208  499 1176  288   29 1065   26   37   31 1184  736  837  207
  178  389  424 1180  396  480 1179  618   34  688   45]","[  38  208  499 1176  288   29 1065   26   37   31 1184  736  837  207
  178  389  424 1180  396  480 1179  618   34  688   45]"
13,29,62,"[ 937  639 1194  843  802  477  474   72  403  953  433 1025  692  641
 1044  686  204  603  682  275 1169   15  293 1004   20]","[ 937  639 1194  843  802  477  474   72  403  953  433 1025  692  641
 1044  686  204  603  682  275 1169   15  293 1004   20]"
14,29,69,"[1060  429  185  118 1086  977  611 1070  972  442 1075  996  255  252
  287 1071  352 1172 1137  415  184 1083  347 1082  575]","[1060  429  185  118 1086  977  611 1070  972  442 1075  996  255  252
  287 1071  352 1172 1137  415  184 1083  347 1082  575]"
15,29,75,"[ 194  376  188  856  931  261  552  531  462  839  143  668 1064  942
  242  535  250  277  903  322  539  616  114  554   50]","[ 194  376  188  856  931  261  552  531  462  839  143  668 1064  942
  242  535  250  277  903  322  539  616  114  554   50]"
16,29,79,"[ 257  237 1160 1152  332  407 1189 1144  959   57  549  400  961   44
  344 1146 1143  320  794 1149 1054 1150 1151  765  940]","[ 257  237 1160 1152  332  407 1189 1144  959   57  549  400  961   44
  344 1146 1143  320  794 1149 1054 1150 1151  765  940]"
17,29,80,"[ 255  123  415  977 1077  555 1081  382  248 1080 1085  821  876  287
 1086  611  185  980 1076 1131  347  352 1060  972  996]","[ 255  123  415  977 1077  555 1081  382  248 1080 1085  821  876  287
 1086  611  185  980 1076 1131  347  352 1060  972  996]"
18,29,83,"[ 722  106  774  793  532 1188 1159  116  134    1  216  800 1010  159
   82  486 1038  788  822  752  787  978  139 1170  230]","[ 722  106  774  793  532 1188 1159  116  134    1  216  800 1010  159
   82  486 1038  788  822  752  787  978  139 1170  230]"
19,29,85,"[ 798 1122  163  261  197  143  462  277  942  668  616  896  535  250
  120  792  114  299  840  870  531  984  856  554  380]","[ 798 1122  163  261  197  143  462  277  942  668  616  896  535  250
  120  792  114  299  840  870  531  984  856  554  380]"
